-0.015 0
0.015 0
0.045 0
0.075 0
0.105 0
0.135 0
0.165 0
0.195 0
0.225 0
0.255 0
0.285 0
0.315 0
0.345 0
0.375 0
0.405 0
0.435 0
0.465 0
0.495 0
0.525 0
0.555 0
0.585 0
0.615 0
0.645 0
0.675 0
0.705 0
0.735 0
0.765 0
0.795 0
0.825 0
0.855 0
0.885 0
0.915 0
0.945 0
0.975 0
1.005 0.0121647
1.035 0.0839058
1.065 0.153597
1.095 0.221352
1.125 0.287276
1.155 0.351464
1.185 0.414007
1.215 0.474985
1.245 0.534477
1.275 0.592552
1.305 0.649276
1.335 0.70471
1.365 0.758913
1.395 0.811938
1.425 0.863834
1.455 0.914648
1.485 0.964426
1.515 1.01321
1.545 1.06103
1.575 1.10794
1.605 1.15396
1.635 1.19913
1.665 1.24348
1.695 1.28703
1.725 1.32982
1.755 1.37188
1.785 1.41322
1.815 1.45387
1.845 1.49385
1.875 1.53319
1.905 1.57191
1.935 1.61002
1.965 1.64754
1.995 1.6845
2.025 1.7209
2.055 1.75677
2.085 1.79212
2.115 1.82696
2.145 1.86132
2.175 1.89519
2.205 1.9286
2.235 1.96156
2.265 1.99408
2.295 2.02618
2.325 2.05785
2.355 2.08912
2.385 2.12
2.415 2.15049
2.445 2.1806
2.475 2.21034
2.505 2.23973
2.535 2.26876
2.565 2.29746
2.595 2.32582
2.625 2.35386
2.655 2.38157
2.685 2.40898
2.715 2.43608
2.745 2.46288
2.775 2.48939
2.805 2.51562
2.835 2.54157
2.865 2.56724
2.895 2.59265
2.925 2.61779
2.955 2.64268
2.985 2.66732
3.015 2.69171
3.045 2.71586
3.075 2.73977
3.105 2.76345
3.135 2.7869
3.165 2.81013
3.195 2.83314
3.225 2.85593
3.255 2.87852
3.285 2.90089
3.315 2.92307
3.345 2.94504
3.375 2.96682
3.405 2.9884
3.435 3.0098
3.465 3.03101
3.495 3.05203
3.525 3.07288
3.555 3.09355
3.585 3.11405
3.615 3.13437
3.645 3.15453
3.675 3.17452
3.705 3.19435
3.735 3.21402
3.765 3.23353
3.795 3.25289
3.825 3.27209
3.855 3.29115
3.885 3.31006
3.915 3.32882
3.945 3.34744
3.975 3.36591
4.005 3.38425
4.035 3.40245
4.065 3.42052
4.095 3.43846
4.125 3.45626
4.155 3.47393
4.185 3.49148
4.215 3.5089
4.245 3.5262
4.275 3.54338
4.305 3.56043
4.335 3.57737
4.365 3.59419
4.395 3.6109
4.425 3.62749
4.455 3.64397
4.485 3.66034
4.515 3.6766
4.545 3.69275
4.575 3.7088
4.605 3.72474
4.635 3.74058
4.665 3.75631
4.695 3.77195
4.725 3.78748
4.755 3.80292
4.785 3.81826
4.815 3.8335
4.845 3.84865
4.875 3.86371
4.905 3.87867
4.935 3.89354
4.965 3.90832
4.995 3.92302
5.025 3.93762
5.055 3.95214
5.085 3.96657
5.115 3.98092
5.145 3.99518
5.175 4.00936
5.205 4.02346
5.235 4.03748
5.265 4.05142
5.295 4.06528
5.325 4.07906
5.355 4.09276
5.385 4.10638
5.415 4.11993
5.445 4.13341
5.475 4.14681
5.505 4.16014
5.535 4.17339
5.565 4.18658
5.595 4.19969
5.625 4.21273
5.655 4.22571
5.685 4.23861
5.715 4.25145
5.745 4.26422
5.775 4.27692
5.805 4.28956
5.835 4.30213
5.865 4.31464
5.895 4.32708
5.925 4.33947
5.955 4.35178
5.985 4.36404
6.015 4.37624
6.045 4.38837
6.075 4.40044
6.105 4.41246
6.135 4.42441
6.165 4.43631
6.195 4.44815
6.225 4.45994
6.255 4.47166
6.285 4.48333
6.315 4.49495
6.345 4.50651
6.375 4.51801
6.405 4.52946
6.435 4.54086
6.465 4.5522
6.495 4.56349
6.525 4.57473
6.555 4.58592
6.585 4.59706
6.615 4.60815
6.645 4.61918
6.675 4.63017
6.705 4.64111
6.735 4.65199
6.765 4.66283
6.795 4.67363
6.825 4.68437
6.855 4.69507
6.885 4.70572
6.915 4.71632
6.945 4.72688
6.975 4.7374
7.005 4.74786
7.035 4.75829
7.065 4.76867
7.095 4.779
7.125 4.78929
7.155 4.79954
7.185 4.80975
7.215 4.81991
7.245 4.83003
7.275 4.84011
7.305 4.85014
7.335 4.86014
7.365 4.8701
7.395 4.88001
7.425 4.88988
7.455 4.89972
7.485 4.90951
7.515 4.91927
7.545 4.92899
7.575 4.93867
7.605 4.94831
7.635 4.95791
7.665 4.96747
7.695 4.977
7.725 4.98649
7.755 4.99595
7.785 5.00536
7.815 5.01474
7.845 5.02409
7.875 5.0334
7.905 5.04267
7.935 5.05191
7.965 5.06111
7.995 5.07028
8.025 5.07942
8.055 5.08852
8.085 5.09759
8.115 5.10662
8.145 5.11562
8.175 5.12459
8.205 5.13352
8.235 5.14242
8.265 5.15129
8.295 5.16013
8.325 5.16893
8.355 5.17771
8.385 5.18645
8.415 5.19516
8.445 5.20384
8.475 5.21249
8.505 5.22111
8.535 5.2297
8.565 5.23825
8.595 5.24678
8.625 5.25528
8.655 5.26375
8.685 5.27219
8.715 5.2806
8.745 5.28898
8.775 5.29733
8.805 5.30566
8.835 5.31395
8.865 5.32222
8.895 5.33046
8.925 5.33867
